CapabilityID,BenefitStatement,KPIName,LinkedMetricID,SystemOfRecord,BaselineValue,BaselinePeriod,TargetValue,TargetDate,BenefitOwner,ReviewCadence,,,,,
8.3.1.4,Increase Customer satisfaction rates to 85% by 2026-03-31 from the FY2024-25 baseline,Customer satisfaction rates,MET-0871,Survey,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4,Reduce HR operational costs to 800 by 2026-03-31 from the FY2024-25 baseline,HR operational costs,MET-0872,HRIS,,FY2024-25,800,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4,Increase Service delivery efficiency to 80% by 2026-03-31 from the FY2024-25 baseline,Service delivery efficiency,MET-0873,HRIS,,FY2024-25,80%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1,Increase Resource allocation efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,Resource allocation efficiency,MET-0854,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1,Increase Service area effectiveness to 80% by 2026-03-31 from the FY2024-25 baseline,Service area effectiveness,MET-0874,HRIS,,FY2024-25,80%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1,Increase Service delivery flexibility to 80% by 2026-03-31 from the FY2024-25 baseline,Service delivery flexibility,MET-0875,HRIS,,FY2024-25,80%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.1,Increase Partnership effectiveness to 85% by 2026-03-31 from the FY2024-25 baseline,Partnership effectiveness,MET-0876,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.1,Reduce Service delivery costs to 800 by 2026-03-31 from the FY2024-25 baseline,Service delivery costs,MET-0877,HRIS,,FY2024-25,800,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.1,Increase Service quality metrics to 90% by 2026-03-31 from the FY2024-25 baseline,Service quality metrics,MET-0878,HRIS,,FY2024-25,90%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Operational efficiency metrics to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency metrics,MET-0879,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Service customization metrics to 90% by 2026-03-31 from the FY2024-25 baseline,Service customization metrics,MET-0880,HRIS,,FY2024-25,90%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Strategic alignment metrics to 85% by 2026-03-31 from the FY2024-25 baseline,Strategic alignment metrics,MET-0881,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Operational efficiency metrics to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency metrics,MET-0879,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Service customization metrics to 90% by 2026-03-31 from the FY2024-25 baseline,Service customization metrics,MET-0880,HRIS,,FY2024-25,90%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.2,Increase Strategic alignment metrics to 85% by 2026-03-31 from the FY2024-25 baseline,Strategic alignment metrics,MET-0881,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.3,Reduce HR service costs to 300 by 2026-03-31 from the FY2024-25 baseline,HR service costs,MET-0882,HRIS,,FY2024-25,300,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.3,Reduce Manual HR tasks to 20% by 2026-03-31 from the FY2024-25 baseline,Manual HR tasks,MET-0883,HRIS,,FY2024-25,20%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.1.3,Increase User satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,User satisfaction,MET-0884,Survey,,FY2024-25,90%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.2,Increase Coordination metrics to 85% by 2026-03-31 from the FY2024-25 baseline,Coordination metrics,MET-0885,HRIS,,FY2024-25,85%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.2,Reduce Service delivery costs to 800 by 2026-03-31 from the FY2024-25 baseline,Service delivery costs,MET-0877,HRIS,,FY2024-25,800,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.2,Increase Service quality to 90% by 2026-03-31 from the FY2024-25 baseline,Service quality,MET-0886,HRIS,,FY2024-25,90%,2026-03-31,Service Delivery Manager,Quarterly,,,,,
8.3.1.4.2.1,Increase Decision making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision making,MET-0887,HRIS,,FY2024-25,85%,2026-03-31,Advisory Services Manager,Quarterly,,,,,
8.3.1.4.2.1,Increase Employee support to 90% by 2026-03-31 from the FY2024-25 baseline,Employee support,MET-0888,HRIS,,FY2024-25,90%,2026-03-31,Advisory Services Manager,Quarterly,,,,,
8.3.1.4.2.1,Increase Service delivery to 90% by 2026-03-31 from the FY2024-25 baseline,Service delivery,MET-0889,HRIS,,FY2024-25,90%,2026-03-31,Advisory Services Manager,Quarterly,,,,,
8.3.1.4.2.2,Reduce Processing times to 30% by 2026-03-31 from the FY2024-25 baseline,Processing times,MET-0890,HRIS,,FY2024-25,30%,2026-03-31,Service Standards Manager,Quarterly,,,,,
8.3.1.4.2.2,Increase Service consistency to 85% by 2026-03-31 from the FY2024-25 baseline,Service consistency,MET-0891,HRIS,,FY2024-25,85%,2026-03-31,Service Standards Manager,Quarterly,,,,,
8.3.1.4.2.2,Increase Service quality to 90% by 2026-03-31 from the FY2024-25 baseline,Service quality,MET-0886,HRIS,,FY2024-25,90%,2026-03-31,Service Standards Manager,Quarterly,,,,,
8.3.1.4.3,Increase Data accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Data accuracy,MET-0892,HRIS,,FY2024-25,90%,2026-03-31,Case Management Lead,Quarterly,,,,,
8.3.1.4.3,Increase Employee satisfaction to 80% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction,MET-0842,Survey,,FY2024-25,80%,2026-03-31,Case Management Lead,Quarterly,,,,,
8.3.1.4.3,Reduce Processing time to 25 by 2026-03-31 from the FY2024-25 baseline,Processing time,MET-0893,HRIS,,FY2024-25,25,2026-03-31,Case Management Lead,Quarterly,,,,,
8.3.2,Increase Decision making to 90% by 2026-03-31 from the FY2024-25 baseline,Decision making,MET-0887,HRIS,,FY2024-25,90%,2026-03-31,HR Enablement Lead,Quarterly,,,,,
8.3.2,Increase HR process efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,HR process efficiency,MET-0894,HRIS,,FY2024-25,85%,2026-03-31,HR Enablement Lead,Quarterly,,,,,
8.3.2,Increase Service quality to 90% by 2026-03-31 from the FY2024-25 baseline,Service quality,MET-0886,HRIS,,FY2024-25,90%,2026-03-31,HR Enablement Lead,Quarterly,,,,,
8.3.2.1,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,HR Guidance Lead,Quarterly,,,,,
8.3.2.1,Increase Decision support quality to 90% by 2026-03-31 from the FY2024-25 baseline,Decision support quality,MET-0895,HRIS,,FY2024-25,90%,2026-03-31,HR Guidance Lead,Quarterly,,,,,
8.3.2.1,Increase Stakeholder satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,Stakeholder satisfaction,MET-0803,Survey,,FY2024-25,90%,2026-03-31,HR Guidance Lead,Quarterly,,,,,
8.3.2.1.1,Increase Accountability rates to 90% by 2026-03-31 from the FY2024-25 baseline,Accountability rates,MET-0896,HRIS,,FY2024-25,90%,2026-03-31,Justification Management Lead,Annual,,,,,
8.3.2.1.1,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,Justification Management Lead,Annual,,,,,
8.3.2.1.1,Increase Transparency rates to 85% by 2026-03-31 from the FY2024-25 baseline,Transparency rates,MET-0897,HRIS,,FY2024-25,85%,2026-03-31,Justification Management Lead,Annual,,,,,
8.3.2.1.2,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2,Increase Decision accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Decision accuracy,MET-0898,HRIS,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2,Increase Decision quality to 90% by 2026-03-31 from the FY2024-25 baseline,Decision quality,MET-0899,HRIS,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2,Reduce Evaluation time to 15 by 2026-03-31 from the FY2024-25 baseline,Evaluation time,MET-0900,HRIS,,FY2024-25,15,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2,Reduce Process delays to 15 by 2026-03-31 from the FY2024-25 baseline,Process delays,MET-0901,HRIS,,FY2024-25,15,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.1,Increase Accountability rates to 90% by 2026-03-31 from the FY2024-25 baseline,Accountability rates,MET-0896,HRIS,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.1,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.1,Increase Coordination metrics to 90% by 2026-03-31 from the FY2024-25 baseline,Coordination metrics,MET-0885,HRIS,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.1,Increase Program outcomes to 90% by 2026-03-31 from the FY2024-25 baseline,Program outcomes,MET-0902,HRIS,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.1,Increase Safety and well-being metrics to 90% by 2026-03-31 from the FY2024-25 baseline,Safety and well-being metrics,MET-0903,Survey,,FY2024-25,90%,2026-03-31,Committee Management Lead,Annual,,,,,
8.3.2.1.2.2,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.1.2.2,Increase Decision accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Decision accuracy,MET-0898,HRIS,,FY2024-25,90%,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.1.2.2,Reduce Process delays to 15 by 2026-03-31 from the FY2024-25 baseline,Process delays,MET-0901,HRIS,,FY2024-25,15,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.1.2.3,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.1.2.3,Reduce Process delays to 15 by 2026-03-31 from the FY2024-25 baseline,Process delays,MET-0901,HRIS,,FY2024-25,15,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.1.2.3,Increase Satisfaction rates to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rates,MET-0904,Survey,,FY2024-25,90%,2026-03-31,HR Advisor,Quarterly,,,,,
8.3.2.2,Increase Compliance rates to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rates,MET-0818,HRIS,,FY2024-25,95%,2026-03-31,HR Data Analyst,Quarterly,,,,,
8.3.2.2,Increase Decision accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Decision accuracy,MET-0898,HRIS,,FY2024-25,90%,2026-03-31,HR Data Analyst,Quarterly,,,,,
8.3.2.2,Reduce Process delays to 15 by 2026-03-31 from the FY2024-25 baseline,Process delays,MET-0901,HRIS,,FY2024-25,15,2026-03-31,HR Data Analyst,Quarterly,,,,,
8.3.2.2.1,Increase Data accessibility to 90% by 2026-03-31 from the FY2024-25 baseline,Data accessibility,MET-0905,HRIS,,FY2024-25,90%,2026-03-31,HR Data Manager,Quarterly,,,,,
8.3.2.2.1,Increase Data accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Data accuracy,MET-0892,HRIS,,FY2024-25,90%,2026-03-31,HR Data Manager,Quarterly,,,,,
8.3.2.2.1,Increase Data security to 95% by 2026-03-31 from the FY2024-25 baseline,Data security,MET-0906,HRIS,,FY2024-25,95%,2026-03-31,HR Data Manager,Quarterly,,,,,
8.3.2.2.1.1,Increase Data integrity to 90% by 2026-03-31 from the FY2024-25 baseline,Data integrity,MET-0907,HRIS,,FY2024-25,90%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Data privacy compliance to 95% by 2026-03-31 from the FY2024-25 baseline,Data privacy compliance,MET-0908,HRIS,,FY2024-25,95%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Stakeholder trust to 85% by 2026-03-31 from the FY2024-25 baseline,Stakeholder trust,MET-0831,HRIS,,FY2024-25,85%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Data integrity to 90% by 2026-03-31 from the FY2024-25 baseline,Data integrity,MET-0907,HRIS,,FY2024-25,90%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Data privacy compliance to 95% by 2026-03-31 from the FY2024-25 baseline,Data privacy compliance,MET-0908,HRIS,,FY2024-25,95%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Stakeholder trust to 85% by 2026-03-31 from the FY2024-25 baseline,Stakeholder trust,MET-0831,HRIS,,FY2024-25,85%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.2,Reduce Data extraction time to 15 by 2026-03-31 from the FY2024-25 baseline,Data extraction time,MET-0909,HRIS,,FY2024-25,15,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.1.2,Increase Data quality to 90% by 2026-03-31 from the FY2024-25 baseline,Data quality,MET-0910,HRIS,,FY2024-25,90%,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.1.2,Increase Report accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Report accuracy,MET-0911,HRIS,,FY2024-25,90%,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.2,Increase Compliance reporting to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance reporting,MET-0912,HRIS,,FY2024-25,95%,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.2,Reduce Legal risks to 2 by 2026-03-31 from the FY2024-25 baseline,Legal risks,MET-0913,HRIS,,FY2024-25,2,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.2,Increase Transparency to 90% by 2026-03-31 from the FY2024-25 baseline,Transparency,MET-0914,HRIS,,FY2024-25,90%,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.3,Increase Accountability to 90% by 2026-03-31 from the FY2024-25 baseline,Accountability,MET-0915,HRIS,,FY2024-25,90%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.3,Increase Communication to 85% by 2026-03-31 from the FY2024-25 baseline,Communication,MET-0916,HRIS,,FY2024-25,85%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.3,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.4,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.2.4,Increase Operational efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,90%,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.2.4,Reduce Risks to 2 by 2026-03-31 from the FY2024-25 baseline,Risks,MET-0918,HRIS,,FY2024-25,2,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.3,Increase Data security to 95% by 2026-03-31 from the FY2024-25 baseline,Data security,MET-0906,HRIS,,FY2024-25,95%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3,Increase System efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,System efficiency,MET-0919,HRIS,,FY2024-25,85%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3,Increase User satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,User satisfaction,MET-0884,Survey,,FY2024-25,90%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3.1,Increase Data accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Data accuracy,MET-0892,HRIS,,FY2024-25,90%,2026-03-31,Data Privacy Officer,Annual,,,,,
8.3.2.3.1,Increase Data privacy to 95% by 2026-03-31 from the FY2024-25 baseline,Data privacy,MET-0920,HRIS,,FY2024-25,95%,2026-03-31,Data Privacy Officer,Annual,,,,,
8.3.2.3.1,Increase Operational efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,85%,2026-03-31,Data Privacy Officer,Annual,,,,,
8.3.2.3.2,Increase Operational efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,85%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.3.2,Increase System integration to 90% by 2026-03-31 from the FY2024-25 baseline,System integration,MET-0921,HRIS,,FY2024-25,90%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.3.2,Increase User satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,User satisfaction,MET-0884,Survey,,FY2024-25,90%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.4,Increase Adaptability to 85% by 2026-03-31 from the FY2024-25 baseline,Adaptability,MET-0922,HRIS,,FY2024-25,85%,2026-03-31,Change Manager,Annual,,,,,
8.3.2.4,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Change Manager,Annual,,,,,
8.3.2.4,Increase Employee satisfaction to 85% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction,MET-0842,Survey,,FY2024-25,85%,2026-03-31,Change Manager,Annual,,,,,
8.3.3,Increase Compensation fairness to 90% by 2026-03-31 from the FY2024-25 baseline,Compensation fairness,MET-0924,Payroll,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3,Increase Stability to 90% by 2026-03-31 from the FY2024-25 baseline,Stability,MET-0925,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Alignment to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment,MET-0926,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1.1,Increase Alignment to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment,MET-0926,HRIS,,FY2024-25,90%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.1,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.1,Increase Resource utilization to 85% by 2026-03-31 from the FY2024-25 baseline,Resource utilization,MET-0841,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2,Increase Scalability to 85% by 2026-03-31 from the FY2024-25 baseline,Scalability,MET-0927,HRIS,,FY2024-25,85%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2.1,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.1,Increase Resource optimization to 85% by 2026-03-31 from the FY2024-25 baseline,Resource optimization,MET-0928,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.1,Increase Structured growth to 90% by 2026-03-31 from the FY2024-25 baseline,Structured growth,MET-0929,HRIS,,FY2024-25,90%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.2,Increase Accountability to 85% by 2026-03-31 from the FY2024-25 baseline,Accountability,MET-0915,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.2,Increase Management effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Management effectiveness,MET-0930,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.2,Increase Reporting clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Reporting clarity,MET-0931,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Communication effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Communication effectiveness,MET-0932,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Coordination to 85% by 2026-03-31 from the FY2024-25 baseline,Coordination,MET-0933,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Reporting clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Reporting clarity,MET-0931,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Classification consistency to 90% by 2026-03-31 from the FY2024-25 baseline,Classification consistency,MET-0934,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Job evaluation accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Job evaluation accuracy,MET-0935,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Position relativity to 85% by 2026-03-31 from the FY2024-25 baseline,Position relativity,MET-0936,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Evaluation standardization to 90% by 2026-03-31 from the FY2024-25 baseline,Evaluation standardization,MET-0937,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Group definitions to 85% by 2026-03-31 from the FY2024-25 baseline,Group definitions,MET-0938,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Work value accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Work value accuracy,MET-0939,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.2.2.1.1,Increase Data integrity to 90% by 2026-03-31 from the FY2024-25 baseline,Data integrity,MET-0907,HRIS,,FY2024-25,90%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Data privacy compliance to 95% by 2026-03-31 from the FY2024-25 baseline,Data privacy compliance,MET-0908,HRIS,,FY2024-25,95%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.1,Increase Stakeholder trust to 85% by 2026-03-31 from the FY2024-25 baseline,Stakeholder trust,MET-0831,HRIS,,FY2024-25,85%,2026-03-31,HR Data Privacy Officer,Annual,,,,,
8.3.2.2.1.2,Reduce Data extraction time to 15 by 2026-03-31 from the FY2024-25 baseline,Data extraction time,MET-0909,HRIS,,FY2024-25,15,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.1.2,Increase Data quality to 90% by 2026-03-31 from the FY2024-25 baseline,Data quality,MET-0910,HRIS,,FY2024-25,90%,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.1.2,Increase Report accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Report accuracy,MET-0911,HRIS,,FY2024-25,90%,2026-03-31,HR Data Quality Manager,Quarterly,,,,,
8.3.2.2.2,Increase Compliance reporting to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance reporting,MET-0912,HRIS,,FY2024-25,95%,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.2,Reduce Legal risks to 2 by 2026-03-31 from the FY2024-25 baseline,Legal risks,MET-0913,HRIS,,FY2024-25,2,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.2,Increase Transparency to 90% by 2026-03-31 from the FY2024-25 baseline,Transparency,MET-0914,HRIS,,FY2024-25,90%,2026-03-31,Compliance Officer,Annual,,,,,
8.3.2.2.3,Increase Accountability to 90% by 2026-03-31 from the FY2024-25 baseline,Accountability,MET-0915,HRIS,,FY2024-25,90%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.3,Increase Communication to 85% by 2026-03-31 from the FY2024-25 baseline,Communication,MET-0916,HRIS,,FY2024-25,85%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.3,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategy Manager,Quarterly,,,,,
8.3.2.2.4,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.2.4,Increase Operational efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,90%,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.2.4,Reduce Risks to 2 by 2026-03-31 from the FY2024-25 baseline,Risks,MET-0918,HRIS,,FY2024-25,2,2026-03-31,Analytics Manager,Quarterly,,,,,
8.3.2.3,Increase Data security to 95% by 2026-03-31 from the FY2024-25 baseline,Data security,MET-0906,HRIS,,FY2024-25,95%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3,Increase System efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,System efficiency,MET-0919,HRIS,,FY2024-25,85%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3,Increase User satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,User satisfaction,MET-0884,Survey,,FY2024-25,90%,2026-03-31,Systems Manager,Quarterly,,,,,
8.3.2.3.1,Increase Data accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Data accuracy,MET-0892,HRIS,,FY2024-25,90%,2026-03-31,Data Privacy Officer,Annual,,,,,
8.3.2.3.1,Increase Data privacy to 95% by 2026-03-31 from the FY2024-25 baseline,Data privacy,MET-0920,HRIS,,FY2024-25,95%,2026-03-31,Data Privacy Officer,Annual,,,,,
8.3.2.3.1,Increase Operational efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,85%,2026-03-31,Data Privacy Officer,Annual,,,,,
